name,mean_cp,mean_odds,uniq_a,uniq_b,shared,score
Gonadorelin|ZBTB7A|CREBRF (aapp),1.38e-07,13.31,31,23,1,40.06
Memantine (orch),1.63e-09,0.26,4,55,0,4.29
Bone Morphogenetic Proteins (aapp),4.7e-23,0.15,8,65,0,8.98
Sequence Analysis (lbpr),1.69e-06,0.4,13,83,0,15.04
Socioeconomic Status (qlco),4.53e-09,10.87,11,18,3,17.72
Albuterol (orch),9.96e-17,0.22,13,79,0,15.14
HLA Antigens (aapp),1.15e-06,0.4,7,140,0,7.35
Pyotraumatic dermatitis (dsyn),9.19e-08,0.31,3,60,0,3.15
Immunoglobulin A (aapp),1.07e-06,0.22,4,30,0,4.53
Respiratory complication (patf),1.28e-17,5.53,34,247,15,38.68
"Hypertension, Renovascular (dsyn)",3.43e-08,0.28,5,53,0,5.47
FAVOR (orch),5.48e-41,2.11,411,1976,44,496.49
Complications of Diabetes Mellitus (patf),1.44e-33,4.59,88,180,9,131.02
Hallucinations (mobd),6.63e-07,0.33,4,56,0,4.29
Duct (organ) structure (bpoc),7.41e-13,0.24,4,66,0,4.24
Entire entorhinal cortex (bpoc),1.59e-11,0.05,2,6,0,2.67
Toluene (orch),3.91e-14,0.05,2,10,0,2.4
Durapatite (phsu),4.16e-26,0.06,4,20,0,4.8
Pyruvate Dehydrogenase Complex (aapp),2.32e-06,0.08,1,8,0,1.12
Immunoglobulin G (aapp),5.96e-22,0.28,24,155,1,27.72
recombinant FVIIa (aapp),3.36e-06,1.21,1,171,0,1.01
Silence (mobd),7.17e-08,0.4,6,339,0,6.11
Dextroamphetamine (orch),5.98e-11,0.04,2,3,0,3.33
Left ventricular systolic dysfunction (patf),3.23e-08,4.56,42,644,14,44.74
Heartburn (sosy),6.72e-16,2.21,88,22,0,27.5
Micronucleus (celc),5.43e-07,0.23,7,33,0,8.48
Contact Dermatitis (dsyn),1.39e-10,0.03,1,4,0,1.25
Neurofibrillary Tangles (acab),1.68e-10,0.16,2,32,0,2.12
insulin sensitivity (patf),2.38e-38,8.15,2139,252,42,281.69
Energy Balance (orgf),2.32e-09,4.78,340,77,14,94.44
"Neoplasm, Residual (neop)",8.36e-11,1.65,1,428,1,1.0
Breast adenocarcinoma (neop),2.96e-07,0.22,1,32,0,1.03
PROTECTION (fndg),1.37e-40,0.97,104,2218,16,108.88
Cytomegalovirus (virs),1.23e-49,0.85,13,1150,0,13.15
Gel (bodm),6.37e-09,0.1,1,15,0,1.07
Cohort Studies (qnco),1.06e-94,13.53,97,234,18,137.21
Dysmenorrhea (patf),4.66e-12,1.49,63,10,0,11.59
Risk Reduction (topp),3.4e-69,5.99,143,639,21,175.0
Silicon Dioxide (bodm),2.44e-23,0.19,2,90,0,2.04
Complex (qlco),5.31e-20,3.27,160,275,21,253.09
"RNA, Messenger (bacs)",2.3e-131,0.23,79,715,1,87.73
parathyroid hormone-related protein (aapp),8.24e-21,0.15,1,64,0,1.02
Respiratory Burst (celf),1.46e-19,0.23,4,96,0,4.17
Methylene Chloride (phsu),3.61e-08,0.09,1,12,0,1.08
"Contraceptives, Oral (phsu)",1.59e-38,1.51,225,82,4,111.88
lymphoblastoid cell line (cell),4.71e-06,0.13,1,14,0,1.07
Amenorrhea (dsyn),1.65e-12,2.53,128,44,4,59.12
Anogenital venereal warts (dsyn),9.32e-13,0.18,1,47,0,1.02
Mental disorders (mobd),1.07e-06,1.03,479,1379,62,645.38
Diabetic Retinopathy (dsyn),2.39e-07,0.92,201,203,9,400.02
Signaling Molecule (bacs),6.04e-16,0.36,17,163,0,18.77
IDO1 (gngm),8.61e-07,0.38,5,73,1,5.34
Extensor (blor),2.2e-13,1.07,130,9,0,9.62
Poor glycemic control (patf),1.9e-18,9.24,168,112,10,186.67
Fabaceae (plnt),1.14e-07,0.14,4,17,0,4.94
abnormal glucose tolerance test (fndg),4.66e-06,9.94,1027,283,38,360.98
Reflex action (ortf),4.03e-13,0.21,4,58,0,4.28
Sulindac (phsu),1.05e-06,0.25,3,36,0,3.25
Dioxygenases (aapp),1.48e-06,0.36,5,62,1,5.4
Malignant Glioma (neop),1.43e-24,1.01,2,548,0,2.01
Hamartoma (neop),8.54e-19,0.17,1,66,0,1.02
Primordium (ortf),5.75e-13,0.1,3,19,1,3.47
Onychomycosis (dsyn),1.58e-13,0.04,1,8,0,1.12
Membrane Proteins (aapp),3.84e-89,0.13,6,236,1,6.15
Vancomycin (antb),2.04e-11,0.98,43,723,3,45.56
Tooth structure (bpoc),3.59e-34,0.2,60,88,6,100.91
Diastolic dysfunction (patf),4.89e-59,4.09,140,370,22,192.97
Scopolamine (phsu),1.47e-13,0.08,4,12,0,5.33
Ureteral obstruction (dsyn),1.18e-08,0.3,3,59,1,3.15
Hepatocyte (cell),1.23e-241,0.16,67,785,1,72.72
release of sequestered calcium ion into cytoplasm (celf),3.71e-10,0.13,5,18,0,6.39
Monozygotic twins (humn),1.85e-06,1.25,63,69,2,120.52
ATP-Binding Cassette Transporters|ATP8A2 (aapp),1.67e-06,0.23,2,31,0,2.13
Eicosapentaenoic Acid (bacs),3.59e-07,1.13,104,137,9,182.95
Vascular Permeability (ortf),1.12e-06,0.4,6,127,1,6.28
"Receptors, Nuclear (aapp)",1.59e-07,0.37,28,97,1,36.08
Retroviridae (virs),4.09e-39,0.1,1,75,0,1.01
Spastic syndrome (dsyn),3.42e-19,0.2,10,78,3,11.28
peginterferon alfa-2b|IFNA1 (phsu),1.46e-08,19.67,8,20,0,11.2
Infantile spasms (dsyn),3.31e-09,0.2,1,38,0,1.03
Societies (orgt),2.03e-06,2.4,59,412,9,67.45
Female Breast Carcinoma (neop),7.95e-14,4.82,31,176,9,36.46
Calcitonin (aapp),4.26e-23,0.18,20,77,0,25.19
Gram-Negative Bacteria (bact),1.81e-22,0.8,4,643,2,4.02
Carcinoma of Nasopharynx (neop),2.01e-33,0.93,12,962,8,12.15
Visual Acuity (clna),3.53e-20,0.19,11,74,2,12.64
Light microscopy (lbpr),1.89e-13,0.31,4,124,0,4.13
Neuronal Transmission (celf),1.13e-17,0.15,14,42,0,18.67
Indirect Immunofluorescence (lbpr),3.11e-06,0.18,2,22,0,2.18
Yohimbe Preparation (orch),8.86e-16,0.06,2,15,0,2.27
Metric (orch),8.54e-21,2.55,89,314,20,114.23
Myocardial Ischemia (dsyn),2.18e-12,1.94,324,3018,118,358.78
lenalidomide (orch),1.22e-10,1.3,3,355,0,3.03
beta-Tubulin (aapp),6.56e-08,0.24,1,40,0,1.03
Arteriovenous malformation (neop),3.21e-07,0.32,2,81,0,2.05
"Evoked Potentials, Motor (diap)",3.71e-06,0.16,6,12,0,9.0
Cardiac cachexia (fndg),9.06e-08,7.83,7,16,6,10.06
Testis (bpoc),2.53e-124,0.12,19,273,0,20.32
Laparoscopic adrenalectomy (topp),9.05e-14,3.09,45,118,15,62.16
Revision procedure (topp),7.34e-45,3.6,174,368,32,256.27
Cities (geoa),2.69e-08,3.76,35,64,0,54.14
Waist circumference (fndg),2.67e-15,38.68,2910,101,193,104.51
Back Pain (sosy),2.04e-11,1.51,131,128,1,253.07
Atropine (phsu),4.91e-35,0.17,11,117,1,12.03
Estriol (horm),3.11e-06,0.09,2,7,0,2.57
Solvents (irda),8.64e-27,0.07,1,36,0,1.03
Budesonide (phsu),2.6e-09,0.27,16,57,1,20.49
Lambda (blor),2.84e-12,0.15,1,38,0,1.03
Colorectal resection (topp),1.82e-34,8.28,39,311,29,43.89
GB virus C (virs),1.98e-08,0.22,1,38,0,1.03
Vegetation (anab),1.67e-09,1.21,1,257,0,1.0
HSPB1 gene|HSPB1 (gngm),1.52e-06,0.32,5,51,0,5.49
Entire papillary muscle (bpoc),4.71e-10,0.23,1,49,0,1.02
Lipids (lipd),1e-161,1.24,1545,964,70,1565.49
Tramadol (phsu),4.02e-09,0.22,6,40,1,6.9
Receptor Gene (gngm),1.31e-23,1.73,188,112,3,178.72
Radical gastrectomy (topp),7.96e-09,6.9,16,174,7,17.47
HEART STUDY (diap),1.06e-13,10.94,34,35,9,67.03
Hamman-Rich syndrome (dsyn),8.29e-11,1.43,18,963,19,18.34
"APP protein, human|APP (aapp)",2.28e-07,0.18,5,20,1,6.25
Nicotinamide adenine dinucleotide (NAD) (bacs),7.71e-24,0.11,10,36,0,12.78
Magnetic Resonance Spectroscopy (diap),7.17e-26,1.3,207,99,4,146.35
"Mice, Nude (mamm)",8.2e-25,0.34,4,527,0,4.03
Science (ocdi),2.21e-06,0.37,6,65,0,6.55
Sleeplessness (sosy),8.09e-16,1.25,153,134,9,251.36
Cadmium (elii),3.54e-14,0.36,80,181,7,115.36
Telomerase (aapp),5.47e-22,0.24,2,118,0,2.03
Diagnosis (hlca),2.01e-26,1.92,1122,9443,165,1255.31
Mucous body substance (bdsu),2.25e-08,0.32,2,116,0,2.03
Thromboembolic event (patf),1.18e-11,3.73,61,651,18,66.72
Cholangiocarcinoma (neop),8.01e-21,1.48,4,842,3,4.02
p65|RELA|SYT1|GORASP1|WNK1 (gngm),4.38e-06,0.41,5,126,2,5.2
Adenosine (phsu),2.86e-76,0.16,37,226,0,43.06
Ifosfamide (phsu),5.07e-13,0.9,5,319,0,5.08
Does squat (fndg),9.39e-07,3.17,32,2,0,2.12
beta-2 Microglobulin (aapp),6.58e-09,0.38,6,94,4,6.38
PROTEIN KINASE (aapp),2.59e-67,0.14,22,166,2,24.92
Endostatins (phsu),8.55e-10,0.34,6,84,1,6.43
Nucleosides (nnon),7.31e-09,0.15,3,24,0,3.38
Acetylcholine (nsba),2.68e-78,0.11,41,107,1,56.71
Fasting (fndg),1.88e-23,5.15,584,96,12,111.78
Aminolevulinic Acid (aapp),3.83e-16,0.1,1,32,0,1.03
Proline (aapp),8.54e-20,0.13,10,40,0,12.5
Priapism (dsyn),2.43e-06,0.15,1,18,0,1.06
Entire renal tubule (bpoc),9.88e-09,0.32,3,69,1,3.13
Heat-Shock Proteins 70 (aapp),5.2e-06,0.46,11,111,0,12.09
Structure of locus ceruleus (bpoc),3.98e-22,0.04,4,6,0,6.67
Icterus (patf),1.34e-18,1.09,9,622,2,9.13
Untranslated Regions (bacs),1.2e-07,0.29,7,54,0,7.91
"Genome, Human (gngm)",4.65e-07,0.26,11,42,0,13.88
Methylprednisolone (horm),2.56e-06,0.45,13,391,0,13.43
trait (orga),6.58e-15,2.55,330,174,6,265.75
Proteinuria (dsyn),7.85e-29,1.8,289,1036,38,369.62
Entire scalp (bpoc),1.94e-13,0.49,35,275,4,39.45
Thyroxine|ELANE (aapp),5.28e-41,121.01,41,38,1,73.22
Copper (bacs),2.67e-30,0.3,86,251,2,115.47
Warfarin (hops),5.38e-16,0.81,71,1234,9,75.09
CD69 (gngm),1.57e-07,0.25,1,40,0,1.03
Adolescent idiopathic scoliosis (anab),3.26e-15,1.59,71,11,3,12.7
drospirenone (orch),1.51e-06,2.97,32,3,0,3.28
Gonadorelin|RHCE|RHD (aapp),1.06e-08,51.24,6,9,0,10.0
"Hysterectomy, Vaginal (topp)",3.84e-06,1.83,37,17,1,24.81
Phospholipase (aapp),1.74e-10,0.25,15,55,1,19.09
Interleukin-2|IL2 (aapp),4.65e-25,0.17,5,85,0,5.29
Isoenzymes (aapp),1.81e-08,0.16,8,17,0,11.76
Aminophylline (orch),1.93e-08,0.21,3,36,0,3.25
Somatotropin|GH1|GGH (horm),9.5e-10,287.7,3,9,2,4.0
Rare Diseases (dsyn),3.97e-15,1.15,42,1004,3,43.76
Lewy Body Disease (dsyn),4.5e-07,0.23,2,35,0,2.11
Prenatal care (hlca),5.9e-37,4.75,101,436,7,124.4
Cervical Intraepithelial Neoplasia (neop),8.1e-12,0.35,8,124,0,8.52
Leukocytes (cell),7.55e-32,0.49,178,878,12,214.09
Plasmin (aapp),6.14e-20,0.13,5,46,0,5.54
Hepatolenticular Degeneration (dsyn),5.78e-07,0.37,3,100,2,3.09
Gland structure (bpoc),6.04e-27,0.2,18,107,3,21.03
Gene Family (gngm),2.01e-21,0.15,6,62,0,6.58
Calpain (aapp),2.18e-22,0.13,1,57,0,1.02
bacteriocin (aapp),1.09e-09,0.07,1,11,0,1.09
Fibrosis (patf),5.7e-19,1.72,755,5125,96,866.22
"Hepatitis C, Chronic (dsyn)",6.02e-27,1.25,457,720,8,747.07
Suppressor T Lymphocyte (cell),4.71e-07,0.27,1,48,0,1.02
Tight Junctions (bsoj),2.52e-08,0.27,1,58,0,1.02
Candida (fngs),5.24e-08,1.27,2,273,1,2.01
APP gene|APP (aapp),7.21e-24,0.37,16,342,3,16.75
cancer recurrence (neop),5.6e-07,5.07,10,271,20,10.37
Cytokinesis (celf),9.3e-11,0.1,1,19,0,1.05
Epidermal Growth Factor|EGF (aapp),1.98e-90,0.08,12,121,1,13.19
Epidermal Growth Factor Receptor|EGFR (aapp),2.13e-18,0.69,11,1226,4,11.1
Esophageal Varices (dsyn),1.14e-07,1.16,7,317,1,7.15
Uracil (bacs),7.47e-08,0.17,1,27,0,1.04
Isoelectric Focusing (lbpr),1.43e-07,0.09,3,7,0,4.29
Calcitriol (horm),9.34e-08,0.49,19,154,5,21.34
Lymphoma (neop),9.89e-77,0.8,38,2569,10,38.56
Girls (popg),1.19e-101,3.25,3236,1337,39,1889.4
Pleural effusion disorder (patf),3.84e-11,1.16,21,641,4,21.69
Mollusca (invt),5.15e-10,0.27,1,74,0,1.01
Cimetidine (orch),2.95e-42,0.03,1,26,0,1.04
Tail (bpoc),2.33e-23,0.45,43,591,4,46.13
Entire thumb (bpoc),5.82e-07,0.2,11,16,2,18.56
Grade (clas),9.8e-84,3.98,356,660,15,548.02
Bone Regeneration (ortf),4.71e-06,0.11,1,11,0,1.09
Observational Study (resa),1.2e-85,7.45,160,1104,39,183.19
Oryza sativa (plnt),1.82e-26,0.15,14,67,1,16.93
"Lymphoma, Non-Hodgkin's (neop)",1.52e-19,1.26,52,1505,11,53.8
Smooth muscle (tissue) (tisu),1.02e-112,0.19,32,456,1,34.25
Muscarinic Acetylcholine Receptor (aapp),8.24e-40,0.04,4,21,0,4.76
Contraceptive methods (topp),2.69e-07,1.37,114,153,2,198.94
Plasma Exchange (topp),1.02e-19,0.97,1,405,0,1.0
Western society (humn),2.55e-29,5.31,62,173,3,84.22
"2,2,6,6-tetramethyl-4-piperidinol-N-oxyl (orch)",2.05e-07,0.2,1,29,0,1.03
Trochanter (bpoc),1.03e-07,2.72,106,40,3,55.09
M NOS (aapp),1.03e-06,0.22,2,30,1,2.13
Naproxen (phsu),5.68e-08,0.19,9,24,0,12.38
Chemokine (C-C Motif) Ligand 4|CCL4 (aapp),8.81e-11,0.24,3,55,0,3.16
Androstenedione (horm),6.06e-30,1.69,132,10,4,10.76
Acid Phosphatase (aapp),3.77e-23,0.07,3,24,0,3.38
Primary Health Care (hlca),9.16e-22,2.75,158,335,16,232.52
Ventilator-associated lung injury (inpo),2.39e-10,3.22,6,1205,3,6.03
Ruminants (mamm),3.93e-10,0.35,6,122,0,6.3
ethyl acetate (orch),7.61e-07,0.26,1,39,0,1.03
Ouabain (carb),1.26e-39,0.04,2,27,0,2.15
Acute graft-versus-host disease (patf),3.46e-06,3.86,3,1041,6,3.01
Phencyclidine (orch),1.45e-07,0.03,1,1,0,2.0
Tannic Acid (orch),5.5e-12,0.16,1,37,0,1.03
basiliximab|BAS (imft),3.02e-06,694.6,1,24,2,1.04
"Hospitals, University (hcro)",2.32e-201,5.29,438,1607,60,557.38
Immobilization (topp),7.59e-08,0.43,27,135,0,32.4
Color (npop),3.8e-17,0.15,9,45,0,10.8
Myosin Light Chains (aapp),2.99e-07,0.09,1,11,0,1.09
Methionine (aapp),5.97e-25,0.21,28,109,1,35.19
Myocardial Infarction (dsyn),3.04e-19,2.73,656,11063,265,694.9
connective tissue growth factor (aapp),3.04e-17,0.14,1,48,0,1.02
Antiphospholipid Antibodies (aapp),2.59e-07,0.41,9,91,0,9.89
Protein Kinase C Inhibitor (phsu),9.92e-10,0.08,2,11,0,2.36
gastric inhibitory polypeptide receptor (aapp),4.13e-06,2.64,27,3,0,3.33
Transcription Coactivator (aapp),6.89e-10,0.16,3,31,0,3.29
Chemotaxis (celf),1.01e-44,0.11,6,96,0,6.38
Alteplase|CALCA|PCYT1A (phsu),9.1e-26,1590.53,13,470,1,13.36
arginine methyl ester (aapp),9e-15,0.17,4,50,0,4.32
"Vaccines, Inactivated (imft)",7.33e-07,0.86,3,162,0,3.06
Bone Wires (medd),1.41e-07,0.46,18,131,2,20.47
Amblyopia (dsyn),6e-11,0.06,4,3,0,5.25
Intravenous therapy (topp),2.22e-08,1.08,18,453,2,18.72
leptin receptor|LEPR (aapp),1.1e-11,3.96,127,17,3,19.28
Systolic hypertension (dsyn),1.96e-20,5.52,61,99,11,98.59
Bronchopulmonary Dysplasia (dsyn),6.81e-12,1.2,7,436,0,7.11
"Pneumonitis, Interstitial (dsyn)",1.82e-08,1.22,2,310,3,2.01
establishment and maintenance of substrate location (biof),1.37e-47,0.28,27,324,2,29.25
Form of muscle (fndg),7.54e-21,10.88,635,190,102,246.85
young adulthood (humn),2.94e-07,7.85,388,151,42,209.77
"Pneumocyte, type 2 (cell)",2.83e-11,0.24,1,58,0,1.02
Institutionalized (fndg),1.97e-07,3.34,105,143,19,182.1
biological adaptation to stress (phsf),1.56e-11,0.47,45,242,1,53.37
Immunity (phsf),3.49e-38,0.88,58,1444,4,60.33
Massive hemorrhage (patf),4.68e-08,1.82,4,455,1,4.04
Gastrointestinal Stromal Tumors (neop),3.41e-27,1.0,9,749,1,9.11
Resuscitation (topp),6.92e-11,2.87,8,1613,14,8.04
N-Methylaspartate (phsu),3.21e-60,0.05,1,53,0,1.02
Entire long bone (bpoc),4.87e-09,0.43,14,130,1,15.51
Dehydroepiandrosterone Sulfate (bacs),5.06e-21,2.52,156,39,3,48.75
cell injury (comd),3.01e-06,0.55,28,244,1,31.21
Lipid Peroxidation (moft),1.39e-09,0.35,27,106,1,33.88
Dyskinetic syndrome (dsyn),3.24e-13,0.2,9,54,0,10.5
Ice (inch),1.09e-09,0.26,5,58,1,5.43
Tetrodotoxin (bacs),4.3e-22,0.03,2,9,0,2.44
"Insulin, Glargine, Human (aapp)",3.79e-06,3.08,141,58,3,81.86
Poisoning (inpo),4.92e-21,1.43,6,869,3,6.04
Duodenum (bpoc),6.12e-16,0.51,59,683,6,64.1
Blood Cells (cell),6.25e-07,0.51,51,210,3,63.39
Guanylate Cyclase (aapp),1.49e-16,0.08,2,21,0,2.19
Dependence (mobd),2.64e-18,0.5,70,446,12,80.99
Entire iris (bpoc),2.46e-29,0.11,3,64,0,3.14
Activated Lymphocyte (cell),2.32e-06,0.21,1,27,0,1.04
isoniazid (orch),1.05e-16,0.32,8,141,0,8.45
Nursing Homes (hcro),9.19e-09,1.91,62,202,12,81.03
Androgen Receptor|AR (aapp),8.66e-21,0.25,15,120,1,16.88
Hedgehog signaling complex location (celc),1.72e-06,0.19,1,24,0,1.04
Drug resistance (biof),9.82e-25,0.83,5,582,0,5.04
disease stage (diap),3.03e-08,5.38,18,118,4,20.75
Metastatic Carcinoma (neop),1.31e-20,0.99,4,499,0,4.03
Pulmonary Edema (dsyn),3.13e-14,1.25,13,693,4,13.24
"[M]Adenocarcinoma, metastatic, NOS (neop)",1.45e-07,1.33,1,224,0,1.0
Carcinosarcoma (neop),3.18e-07,0.97,3,204,1,3.04
Entire vas deferens (bpoc),4.23e-28,0.04,5,10,0,7.5
Chamber (bpoc),4.27e-13,0.45,84,298,5,107.68
Cyclosporine|POR (aapp),1.03e-08,215.93,5,39,0,5.64
Platelet volume (fndg),1.52e-17,3.72,72,141,10,108.77
insulinoma (neop),1.4e-06,0.41,14,88,0,16.23
Promoter (Genetics) (bacs),5.19e-14,0.21,11,59,0,13.05
Hemoperfusion (topp),8.11e-08,0.9,1,173,1,1.01
PLAT gene|PLAT (gngm),2.45e-29,0.11,6,58,1,6.62
Cations (chvs),3.37e-25,0.06,2,26,0,2.15
Married (fndg),3.93e-33,2.72,136,434,20,178.62
capecitabine (phsu),1.96e-18,1.53,3,672,0,3.01
Learning Disabilities (mobd),3.89e-12,0.15,8,29,0,10.21
School child (aggp),2.79e-63,4.53,901,119,14,134.72
celecoxib (phsu),4.48e-18,0.33,16,163,0,17.57
"Rats, Zucker (mamm)",7.6e-15,0.16,9,41,1,10.98
Cerebral Palsy (dsyn),6.66e-10,0.48,111,318,0,149.75
Cell-Free System (celc),1.68e-13,0.03,1,4,0,1.25
calreticulin|CALR (aapp),1.69e-06,0.15,1,19,0,1.05
Sucrose (bacs),2.75e-06,0.33,61,42,0,70.92
Meperidine (phsu),4.48e-06,0.16,6,10,1,9.6
CA1|S100A10 (gngm),1.26e-18,0.09,1,33,0,1.03
Gout (dsyn),6.37e-12,1.59,150,140,4,270.67
cardiac arrhythmia (patf),1.95e-09,1.57,71,1769,20,73.85
Chronic Disease (dsyn),5.78e-170,2.9,962,2172,145,1388.08
Primary bacterial peritonitis (dsyn),2.06e-07,1.9,1,317,0,1.0
Obstructed labor (patf),8.63e-12,2.59,92,201,11,134.11
DMD|BEST1 (gngm),8.18e-32,3.09,252,41,4,47.67
outer membrane (celc),1.94e-42,0.13,1,110,0,1.01
Blood Transfusion (topp),4.59e-16,3.4,108,1338,44,116.72
"Hypertension, Pulmonary (dsyn)",2.79e-11,1.49,94,2171,30,98.07
Peptidylprolyl Isomerase (aapp),2.58e-09,0.11,2,18,0,2.22
Repeat Surgery (topp),1.41e-56,4.41,208,2492,102,225.36
NGF (gngm),3.11e-08,0.09,4,5,0,7.2
erlotinib (phsu),1.78e-23,1.07,2,580,1,2.01
Succinate Dehydrogenase (aapp),1.38e-09,0.13,2,24,0,2.17
Ovarian Follicle (bpoc),2.78e-33,0.13,38,34,0,64.42
Tretinoin (phsu),1.54e-122,0.13,9,314,6,9.26
Insulin measurement (lbpr),4.83e-06,7.34,163,18,0,19.99
EXERCISE INTOLERANCE (sosy),1.19e-08,3.29,28,65,1,40.06
Secondary prevention (topp),4.27e-09,4.28,60,1065,25,63.38
End stage liver disease (dsyn),2.56e-10,6.23,51,1848,43,52.41
Antidepressive Agents (phsu),1.36e-12,0.54,204,641,14,268.92
Leptin|LEP (aapp),0.0,3.9,2983,247,88,267.45
"Sleep Apnea, Obstructive (dsyn)",7.42e-33,5.34,2872,720,152,900.5
Entire midbrain (bpoc),1.53e-29,0.14,9,80,0,10.01
Immunoglobulin D (aapp),3.24e-06,0.1,1,10,0,1.1
Narcolepsy (dsyn),4.05e-06,1.01,64,12,1,14.25
CDC2 Protein Kinase|CDK1 (gngm),9.63e-09,0.09,1,14,0,1.07
Physical function (fndg),7.98e-27,7.09,392,272,25,460.73
Skin Specimen (bpoc),1.11e-06,0.32,4,52,0,4.31
Operation on stomach (topp),1.12e-29,11.43,197,124,24,202.05
growth hormone secretion (celf),1.04e-14,1.39,86,12,1,13.67
Bronchi (bpoc),5.04e-09,0.36,3,175,1,3.05
adenylate cyclase activity (moft),7.79e-12,0.02,1,1,0,2.0
Muscle Cells (cell),4.48e-59,0.22,32,287,1,35.57
stage IIIA breast cancer (neop),7.72e-09,14.23,10,14,4,17.14
middle ear (bsoj),3.16e-11,0.17,2,39,0,2.1
Losartan (orch),1.03e-06,0.58,57,280,7,68.6
Lysosomes (celc),2.43e-36,0.1,2,73,0,2.05
6/4 (fndg),7.53e-15,6.06,28,118,4,34.64
particle (chvs),1.11e-15,0.43,43,264,3,50.0
Observation parameter (fndg),4.65e-65,3.02,2819,3495,183,5092.75
"Cell Transformation, Neoplastic (neop)",5.55e-10,0.22,1,45,0,1.02
Etiology aspects (ftcn),1.18e-08,3.1,59,464,7,66.5
Protein Synthesis Inhibitors (phsu),6.87e-09,0.09,1,14,0,1.07
"Neoplasms, Intracranial (neop)",5.87e-07,1.11,2,192,0,2.02
Organelles (celc),7.81e-34,0.1,2,62,0,2.06
Procaine (orch),1.6e-06,0.07,2,3,0,3.33
Entire facial nerve (bpoc),3.9e-14,0.24,1,75,0,1.01
Enalapril|HSD3B1 (aapp),2.38e-06,39.25,5,27,0,5.93
PARP1 (gngm),6.38e-09,0.22,1,40,0,1.03
Endothelial dysfunction (dsyn),2.38e-83,2.97,603,1200,62,906.01
Duodenal Ulcer (dsyn),3.92e-32,0.2,18,135,0,20.4
Health (idcn),0.0,3.17,1288,3060,141,1830.14
PD 98059 (phsu),1.3e-19,0.06,2,20,0,2.2
Embryo (emst),6.72e-214,0.19,29,843,1,30.0
Echocardiographs (medd),1.97e-06,2.84,26,95,1,33.12
Breast Feeding (orgf),4.26e-24,1.34,411,580,14,702.24
Superantigens (gngm),1.89e-10,0.27,1,77,0,1.01
Acids (chem),4.81e-49,0.19,48,173,3,61.32
Thiopental (orch),7.59e-09,0.23,7,45,0,8.09
Detectors (medd),6.12e-19,0.2,34,56,0,54.64
Molecular Modeling (inpr),1.4e-10,0.09,1,17,0,1.06
"Hypertrophy, Left Ventricular (patf)",5.16e-115,3.62,529,1043,111,797.3
Secondary malignant neoplasm of liver (neop),7.24e-37,2.1,19,3191,25,19.11
Domestic Sheep (mamm),5.5e-81,0.12,1,185,1,1.01
neuropeptide Y|NPY (aapp),3.99e-10,0.29,81,30,1,41.11
Clonidine (phsu),6.76e-43,0.09,10,64,0,11.56
Interleukin-4 (aapp),3.13e-78,0.21,49,370,1,55.49
Chorionic Gonadotropin (aapp),9.08e-09,0.03,1,2,0,1.5
Osteopenia (dsyn),2.62e-23,3.68,375,83,12,101.37
Low Back Pain (sosy),9.05e-36,1.25,288,80,3,102.22
Centenarians (humn),1.68e-07,2.98,26,85,2,33.95
Ascites (fndg),5.81e-07,1.63,29,873,5,29.96
Lysine (phsu),3.01e-27,0.2,27,98,3,34.44
Trace Elements (bacs),1.22e-08,1.21,122,191,7,199.93
Hour (tmco),2.61e-09,3.36,46,309,5,52.85
Crossbreeding (genf),3.6e-09,0.15,3,26,0,3.35
cholinergic system (bacs),1.58e-07,0.1,2,12,0,2.33
Laryngeal Squamous Cell Carcinoma (neop),1.6e-06,1.41,2,233,0,2.02
Cerebrospinal Fluid (bdsu),8.42e-28,0.36,65,333,0,77.69
Intestines (bpoc),6.6e-34,0.56,264,3231,27,285.57
Dietary Fats (food),8.71e-15,1.8,114,62,2,95.72
Allergic Reaction (patf),5.49e-12,0.32,5,104,0,5.24
Anisotropy (npop),6.16e-14,0.08,6,9,0,10.0
Immunoglobulins (aapp),2.83e-87,0.29,30,602,2,31.5
Vascular inflammations (dsyn),7.99e-08,2.86,57,111,3,86.27
Proto-Oncogene Proteins c-fos|FOS (aapp),1.07e-43,0.06,3,44,0,3.2
Peroxynitrite (bacs),6.98e-17,0.18,2,63,0,2.06
Streptococcus pneumoniae (bact),2.28e-63,1.16,2,1565,1,2.0
Matched Case-Control Studies (resa),6.85e-11,8.72,16,59,1,20.34
Virulence Factors (bacs),1e-06,0.72,12,457,1,12.32
Screening procedure (hlca),5.03e-248,2.76,1126,3817,117,1458.17
Subarachnoid Hemorrhage (dsyn),1.46e-21,1.37,34,1404,6,34.82
Autonomic dysfunction (patf),2.04e-16,2.91,59,212,12,75.42
Immunocompromised Host (fndg),4.89e-24,2.55,9,1839,2,9.04
Glucans (carb),6.36e-11,0.24,2,57,0,2.07
Caspase Inhibitor (phsu),1.15e-06,0.19,1,25,0,1.04
jejunum (bpoc),9.45e-30,0.37,19,394,5,19.92
Piroxicam (orch),7.31e-09,0.11,2,16,0,2.25
conjugation (celf),1.37e-13,0.16,5,41,0,5.61
Tissue Engineering (topp),5.52e-08,0.18,2,29,0,2.14
Lamina Propria (tisu),7.12e-18,0.16,5,57,0,5.44
Luteolin (orch),1.09e-09,0.11,1,19,0,1.05
genotoxicity (comd),3.01e-15,0.27,10,99,1,11.01
