name,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Predictive Value of Tests,2.18e-08,4.59,27,200,4,30.65,5.0
Gene Expression/physiology,4.69e-06,0.12,1,13,0,1.08,3.0
Plasminogen Activator Inhibitor 1/blood,1.37e-06,10.75,95,46,3,68.27,4.0
Adrenocorticotropic Hormone/therapeutic use,2.09e-10,0.03,1,4,0,1.25,7.0
Breast Feeding,1.17e-22,1.32,206,180,5,337.28,4.0
Hydrogen Peroxide/metabolism,1.48e-07,0.11,3,11,0,3.82,4.0
Educational Measurement/methods,1.78e-08,0.09,4,6,0,6.67,2.0
Doxorubicin/administration & dosage,6.54e-07,1.09,1,175,0,1.01,6.0
Mental Health Services,1.31e-07,0.15,5,17,0,6.47,2.0
Vascular Stiffness,2.45e-40,14.08,113,100,19,188.5,3.0
Heart Failure/epidemiology,2.01e-71,11.34,83,602,36,94.44,3.0
Proto-Oncogene Proteins,5.85e-08,0.21,3,35,0,3.26,5.0
Genetic Predisposition to Disease/epidemiology,4.85e-09,3.7,28,118,3,34.64,3.0
Peptide Fragments/blood,1.7e-97,6.5,172,683,34,215.31,3.0
Alternative Splicing,3.2e-10,0.19,5,41,0,5.61,5.0
Neoplasm Proteins/analysis,4.22e-10,1.2,1,271,0,1.0,3.0
Glioma/pathology,1.05e-09,0.95,1,225,1,1.0,5.0
Malnutrition/etiology,3.29e-30,20.35,101,65,13,106.83,3.0
Membrane Glycoproteins/metabolism,9.47e-14,0.34,7,173,0,7.28,4.0
"Models, Chemical",1.38e-70,0.02,2,14,0,2.29,3.0
Lipids/chemistry,4.8e-08,0.17,7,17,2,9.88,1.0
Metabolic Syndrome X/chemically induced,2.74e-08,18.63,52,23,5,33.17,3.0
Fibroblasts/metabolism,5.27e-25,0.14,1,69,0,1.01,3.0
Hyperlipidemias/epidemiology,8.93e-08,13.09,76,33,9,47.33,5.0
Membrane Glycoproteins,6.7e-12,0.14,4,32,0,4.5,4.0
Colorectal Neoplasms/complications,5.92e-14,7.21,18,128,11,20.53,5.0
Polymers/chemistry,3.98e-58,0.04,1,39,0,1.03,2.0
Proteomics/methods,3.31e-21,0.3,11,160,0,11.76,4.0
Adipose Tissue,5.4e-12,10.53,433,8,24,8.15,3.0
Bicycling/statistics & numerical data,1.61e-07,6.55,14,25,0,21.84,5.0
Bone and Bones/anatomy & histology,2.57e-08,1.56,41,15,1,20.49,3.0
Psychology,7.84e-07,0.18,10,14,0,17.14,3.0
Phosphoproteins/metabolism,2.73e-15,0.22,12,71,0,14.03,3.0
Multiple Sclerosis/drug therapy,6.15e-07,0.18,4,24,0,4.67,4.0
Herniorrhaphy/methods,1.58e-16,6.69,63,78,8,113.88,3.0
Smoking/epidemiology,2.21e-64,4.31,341,536,48,557.94,4.0
Hippocampus/physiology,3.29e-36,0.03,4,9,0,5.78,5.0
Breast Neoplasms/prevention & control,5.93e-13,2.48,94,500,11,111.67,3.0
Prosthesis Failure,2.02e-09,1.98,81,308,6,102.3,3.0
Adrenalectomy/methods,4.61e-35,6.2,49,128,17,67.76,3.0
Liver Diseases,1.34e-20,0.02,1,5,0,1.2,2.0
Phagocytosis/drug effects,1.28e-06,0.15,2,18,0,2.22,3.0
Satiation/physiology,1.11e-06,6.59,59,1,0,1.02,3.0
"Schools, Medical",6.14e-13,0.07,4,10,0,5.6,4.0
Heat-Shock Proteins/metabolism,2.5e-07,0.35,5,66,1,5.38,4.0
"Pulmonary Disease, Chronic Obstructive/etiology",1.83e-10,5.47,22,88,2,27.5,4.0
Pulmonary Circulation,9.72e-15,0.22,3,70,0,3.13,4.0
Electromagnetic Fields,1.58e-11,0.18,5,41,0,5.61,4.0
Hydroxymethylglutaryl-CoA Reductase Inhibitors/therapeutic use,7.87e-48,5.41,164,1625,33,180.55,5.0
Aged/physiology,2.52e-12,5.8,34,53,12,55.81,4.0
"Evolution, Molecular",4.03e-76,0.08,1,125,0,1.01,4.0
Bariatric Surgery,2.01e-24,25.0,394,77,46,92.05,2.0
Vitamins,8.02e-19,0.05,5,3,0,4.8,4.0
Inflammation Mediators/blood,1.12e-59,10.36,187,197,18,364.51,2.0
Proto-Oncogene Proteins/genetics,3.1e-10,0.97,19,447,0,19.81,5.0
Flavonoids/pharmacology,1.89e-10,0.35,11,103,0,12.17,5.0
Brain Mapping/methods,5.17e-16,0.09,5,18,0,6.39,4.0
Virus Replication,8.28e-29,0.21,1,126,0,1.01,4.0
Body Water/metabolism,2.01e-08,1.44,46,14,2,18.26,3.0
Nerve Regeneration,1.94e-13,0.02,1,3,0,1.33,4.0
Histocompatibility Antigens Class II/immunology,7.46e-09,0.16,1,28,0,1.04,5.0
Antimalarials/therapeutic use,9.6e-11,1.18,2,309,0,2.01,7.0
Neurons/metabolism,7.8e-72,0.08,12,88,0,13.64,2.0
"Arthritis, Rheumatoid",3.93e-11,0.02,1,1,0,2.0,3.0
Escherichia coli/drug effects,4.22e-26,0.17,1,91,0,1.01,6.0
Inpatients,3.86e-11,3.67,51,431,12,57.03,3.0
Multiple Myeloma/drug therapy,1.86e-08,2.51,3,635,1,3.01,4.0
Interinstitutional Relations,5.61e-09,0.17,2,31,0,2.13,4.0
Disease,2.88e-146,0.01,1,37,0,1.03,3.0
Pravastatin/therapeutic use,7.3e-09,4.4,21,116,6,24.8,4.0
Kidney Neoplasms/surgery,4.86e-45,4.58,142,930,26,163.68,4.0
Residence Characteristics/classification,3.86e-10,9.33,21,28,3,36.75,3.0
Nurses,1.89e-13,0.21,23,46,0,34.5,3.0
User-Computer Interface,8.02e-19,0.16,19,40,0,28.02,4.0
Congenital Abnormalities,4.67e-24,0.02,1,8,0,1.12,2.0
Industry,3.9e-14,0.29,21,110,1,25.01,2.0
Antioxidants/chemistry,8.41e-08,0.07,2,6,0,2.67,4.0
"Education, Nursing, Continuing",8.22e-15,0.06,2,14,0,2.29,4.0
HIV Infections/pathology,3.55e-06,2.76,26,100,2,32.76,3.0
"Chromatography, Gas/methods",3.01e-08,0.07,3,3,0,6.0,4.0
Sex Factors,6.83e-20,4.02,139,206,10,232.79,4.0
"Carcinoma, Squamous Cell/drug therapy",2.36e-09,2.45,5,857,4,5.03,5.0
Autonomic Nervous System,7.26e-09,0.04,1,4,0,1.25,3.0
Protein-Serine-Threonine Kinases,6.01e-07,0.17,4,21,0,4.76,7.0
Liver Cirrhosis/epidemiology,8.93e-15,6.85,25,103,4,31.07,3.0
Reflex,2.07e-29,0.03,3,6,1,4.5,3.0
Outcome Assessment (Health Care),1e-11,4.0,123,1972,26,130.67,4.0
Wasting Syndrome/etiology,4.45e-08,13.76,6,12,3,9.0,3.0
Hypothalamo-Hypophyseal System/physiopathology,7.33e-07,1.52,42,28,0,46.67,3.0
Apoptosis/drug effects,3.56e-67,0.26,4,517,0,4.03,4.0
Family Planning Services,4.58e-16,0.07,1,21,0,1.05,4.0
Verbal Behavior,5.75e-07,0.15,10,6,0,9.6,4.0
Myocardium/enzymology,1.72e-16,0.2,6,71,0,6.51,3.0
Acute Coronary Syndrome/rehabilitation,7.06e-07,13.84,9,13,0,15.23,4.0
Geriatric Assessment/methods,3.57e-57,5.58,101,308,23,134.12,3.0
Oocytes/metabolism,8.36e-07,0.12,6,5,0,9.17,4.0
Brain Injuries/physiopathology,7.02e-08,0.91,5,217,0,5.12,4.0
Dental Materials/chemistry,2.26e-07,0.06,2,3,0,3.33,2.0
Food Preferences,1.02e-21,3.68,143,10,1,10.7,4.0
"Hepatitis C, Chronic/complications",6.92e-49,5.35,142,248,3,223.31,4.0
Brain/physiology,7.92e-72,0.09,46,43,0,83.2,3.0
Global Health,5.25e-08,1.9,26,1161,10,26.58,3.0
"Arthroplasty, Replacement, Hip/statistics & numerical data",1.63e-16,7.94,32,52,1,51.69,4.0
Pancreas Transplantation/adverse effects,1.85e-07,5.77,5,66,12,5.38,3.0
Norepinephrine/pharmacology,2.1e-21,0.06,3,16,0,3.56,4.0
Minority Groups/statistics & numerical data,3.95e-07,3.5,23,95,2,28.57,4.0
Synaptic Transmission/drug effects,7.27e-15,0.03,1,4,0,1.25,4.0
Gene Expression Profiling/methods,2.55e-11,0.33,3,158,1,3.06,3.0
"Animals, Newborn",2.54e-06,0.33,2,73,0,2.05,4.0
Gastroplasty,3.74e-13,24.49,168,31,28,36.72,3.0
"Education, Medical, Undergraduate/methods",3.09e-08,0.1,2,12,0,2.33,4.0
African Americans/statistics & numerical data,4.63e-220,8.95,302,730,34,426.94,4.0
"Diabetes Mellitus, Type 2/epidemiology",6.96e-73,18.43,1103,347,77,456.17,3.0
Cardiovascular Diseases/pathology,2.11e-18,6.06,33,81,2,46.44,1.0
Gastric Bypass,8.03e-15,25.48,481,56,56,62.52,3.0
Gastric Bypass/statistics & numerical data,7.4e-13,41.27,32,17,4,26.03,3.0
"RNA, Viral/analysis",2.87e-09,0.2,1,37,1,1.03,4.0
Antibody Formation/drug effects,4.39e-07,0.1,2,11,0,2.36,3.0
Dyslipidemias/etiology,2.01e-08,16.7,45,26,1,41.02,4.0
Sarcopenia/complications,9.69e-12,30.68,28,15,7,23.04,5.0
Guanidines/pharmacology,1.17e-07,0.2,2,32,0,2.12,3.0
Environmental Monitoring/methods,1.02e-37,0.3,14,282,1,14.7,4.0
Signal Transduction/drug effects,5.3e-19,0.33,9,224,0,9.36,3.0
Counseling,6.31e-11,1.24,107,99,8,190.6,3.0
Tandem Mass Spectrometry/methods,8.83e-18,0.09,6,19,0,7.89,4.0
"Models, Neurological",2.94e-48,0.02,1,14,0,1.07,4.0
Hyperglycemia/drug therapy,1.37e-09,4.71,35,259,2,39.73,4.0
Acetylcholine/pharmacology,1.01e-09,0.1,8,2,0,2.5,4.0
Antibody Specificity,3.4e-09,0.12,1,21,0,1.05,2.0
"Tobacco, Smokeless/adverse effects",2.56e-08,4.06,18,51,3,24.35,4.0
Prostate-Specific Antigen/blood,2.36e-49,4.6,162,966,17,189.17,4.0
Membrane Glycoproteins/genetics,4.57e-07,0.45,13,113,0,14.5,4.0
Beverages,1.25e-07,3.56,126,32,4,40.13,2.0
Liver Neoplasms/pathology,2.4e-14,2.04,10,1110,4,10.09,3.0
"Antigens, Viral/analysis",5.98e-10,0.07,1,11,0,1.09,3.0
Pregnancy Complications/ethnology,2.96e-06,8.08,20,23,0,37.39,2.0
Professional Autonomy,1.54e-08,0.11,2,15,0,2.27,4.0
Dietary Supplements,3.27e-78,4.0,538,819,29,891.41,3.0
Cell Division/physiology,7.53e-07,0.14,3,16,0,3.56,3.0
"Gene Expression Regulation, Developmental/physiology",6.09e-12,0.09,1,20,0,1.05,4.0
Diabetic Angiopathies/drug therapy,1.33e-08,4.39,23,125,4,27.23,3.0
Hydrocortisone/analysis,3.34e-09,3.39,61,6,1,6.59,6.0
Nonlinear Dynamics,2.78e-07,0.28,9,49,0,10.65,3.0
Anti-Bacterial Agents/therapeutic use,1.86e-51,1.33,64,2903,6,65.41,5.0
Losartan/therapeutic use,5.75e-08,3.94,24,129,4,28.47,5.0
Quality of Health Care,6.29e-17,1.03,38,950,8,39.52,2.0
"Obesity, Morbid/epidemiology",1.5e-11,43.31,185,10,32,10.54,5.0
Nephrectomy/methods,1.89e-116,5.48,217,510,27,309.33,4.0
"Diabetes Mellitus, Type 2/economics",1.05e-10,6.45,31,45,2,52.36,3.0
Soccer/physiology,4.04e-12,4.86,81,1,1,1.01,5.0
Kidney Diseases/epidemiology,2.05e-40,6.83,65,179,9,88.6,3.0
Knee Joint/pathology,5.84e-16,3.64,120,12,1,13.2,4.0
Space Flight,5.93e-08,0.18,13,12,1,23.08,4.0
Regeneration,1.64e-24,0.14,1,70,0,1.01,3.0
"Cholesterol, HDL/blood",2.37e-23,9.49,464,223,32,330.17,4.0
"Animals, Laboratory",2.13e-14,0.1,1,29,0,1.03,4.0
Postoperative Complications/etiology,4.5e-77,3.24,282,1472,87,336.02,3.0
Lung Neoplasms,8.63e-17,0.12,4,38,0,4.42,3.0
Mean Platelet Volume,1.71e-06,6.21,10,27,1,13.7,3.0
Genomics/methods,1.18e-12,0.17,4,43,0,4.37,5.0
Schizophrenia/drug therapy,5.8e-30,1.93,295,162,18,250.96,3.0
CD4 Lymphocyte Count,3.38e-07,3.85,17,107,8,19.7,6.0
"Kidney Failure, Chronic/epidemiology",3.08e-72,9.01,95,408,27,117.12,6.0
Geriatric Assessment,2.52e-54,3.67,148,413,22,201.04,3.0
HLA Antigens/analysis,5.6e-08,0.15,1,23,0,1.04,5.0
Mitochondria/enzymology,1.68e-15,0.1,3,27,0,3.33,4.0
Prenatal Exposure Delayed Effects,3.88e-08,1.39,141,191,2,245.09,4.0
Retina/metabolism,2.1e-16,0.02,1,3,0,1.33,3.0
"Kidney Failure, Chronic/ethnology",7.06e-13,8.71,15,85,7,17.65,6.0
Myocardial Infarction/epidemiology,8.23e-66,7.64,93,759,54,104.4,4.0
Body Weights and Measures,3.61e-10,5.99,111,3,3,3.08,3.0
Occupational Diseases/prevention & control,6.13e-07,0.29,22,46,2,32.52,1.0
Integrins/metabolism,2.73e-08,0.1,1,15,0,1.07,6.0
Alcohol Drinking/epidemiology,4.08e-27,3.2,156,310,14,234.5,4.0
Verbal Learning,8.04e-08,0.06,3,1,0,1.33,4.0
Carrier Proteins/metabolism,5.14e-51,0.17,23,166,0,26.19,3.0
Violence,1.46e-10,0.32,8,89,0,8.72,4.0
"Biopsy, Needle",1.65e-06,0.23,5,32,0,5.78,3.0
Neoplasms/genetics,6.58e-15,0.4,14,252,4,14.78,1.0
Albuminuria/urine,8.7e-07,4.88,39,50,3,69.42,5.0
Behavior Therapy/methods,1.59e-43,1.96,165,26,4,30.1,3.0
Seizures/physiopathology,3.98e-09,0.22,2,42,0,2.1,3.0
"Muscle, Skeletal/metabolism",5.1e-66,1.73,308,89,10,114.72,3.0
Vasoconstriction/drug effects,1.05e-08,0.17,5,28,0,5.89,5.0
Breast/physiology,3.52e-06,2.03,20,2,0,2.2,2.0
DNA-Binding Proteins/genetics,1.61e-06,0.54,42,510,0,45.46,3.0
"Carcinoma, Squamous Cell/radiotherapy",5.39e-10,2.8,6,995,2,6.04,5.0
Polyethylene Glycols/chemistry,1.17e-19,0.07,1,25,0,1.04,3.0
Air Pollution,2.32e-10,0.24,4,56,1,4.29,4.0
